Item Code,Item Description,Spec Book,Unit,Statewide 12-Mo Moving Avg ($),Statewide 3-Mo Moving Avg ($),Engineer Estimate Avg ($),Min Bid Price ($),Max Bid Price ($),Total Awarded Qty (12-Mo),Total Awarded Value ($),Category
"0310-6033","PRIME COAT (TY 33)","2024/2014","GAL",5.3,5.3,4.98,3.2,9.75,18340,97202,"300 Surface Courses"
"0310-6034","PRIME COAT (TY 34)","2024/2014","GAL",5.51,5.68,5.18,3.26,10.03,19910,109704.1,"300 Surface Courses"
"0310-6035","PRIME COAT (TY 35)","2024/2014","GAL",5.71,6.05,5.37,3.33,10.3,21480,122650.8,"300 Surface Courses"
"0316-6001","ASPH & AGGR (SEAL COAT) (TY 1)","2024/2014","GAL",59.84,56.25,56.25,2.9,240,500,29920,"300 Surface Courses"
"0316-6002","ASPH & AGGR (SEAL COAT) (TY 2)","2024/2014","CY",62.56,60.68,58.81,2.96,247.2,2070,129499.2,"300 Surface Courses"
"0316-6003","ASPH & AGGR (SEAL COAT) (TY 3)","2024/2014","GAL",65.28,65.28,61.36,3.02,254.4,3640,237619.2,"300 Surface Courses"
"0316-6004","ASPH & AGGR (SEAL COAT) (TY 4)","2024/2014","CY",68,70.04,63.92,3.07,261.6,5210,354280,"300 Surface Courses"
"0316-6005","ASPH & AGGR (SEAL COAT) (TY 5)","2024/2014","GAL",70.72,74.96,66.48,2.9,268.8,6780,479481.6,"300 Surface Courses"
"0316-6006","ASPH & AGGR (SEAL COAT) (TY 6)","2024/2014","CY",73.44,69.03,69.03,2.96,276,8350,613224,"300 Surface Courses"
"0316-6007","ASPH & AGGR (SEAL COAT) (TY 7)","2024/2014","GAL",76.16,73.88,71.59,3.02,240,9920,755507.2,"300 Surface Courses"
"0316-6008","ASPH & AGGR (SEAL COAT) (TY 8)","2024/2014","CY",59.84,59.84,56.25,3.07,247.2,11490,687561.6,"300 Surface Courses"
"0316-6009","ASPH & AGGR (SEAL COAT) (TY 9)","2024/2014","GAL",62.56,64.44,58.81,2.9,254.4,13060,817033.6,"300 Surface Courses"
"0316-6010","ASPH & AGGR (SEAL COAT) (TY 10)","2024/2014","CY",65.28,69.2,61.36,2.96,261.6,3830,250022.4,"300 Surface Courses"
"0316-6011","ASPH & AGGR (SEAL COAT) (TY 11)","2024/2014","GAL",68,63.92,63.92,3.02,268.8,5400,367200,"300 Surface Courses"
"0316-6012","ASPH & AGGR (SEAL COAT) (TY 12)","2024/2014","CY",70.72,68.6,66.48,3.07,276,6970,492918.4,"300 Surface Courses"
"0316-6013","ASPH & AGGR (SEAL COAT) (TY 13)","2024/2014","GAL",73.44,73.44,69.03,2.9,240,8540,627177.6,"300 Surface Courses"
"0316-6014","ASPH & AGGR (SEAL COAT) (TY 14)","2024/2014","CY",76.16,78.44,71.59,2.96,247.2,10110,769977.6,"300 Surface Courses"
"0316-6015","ASPH & AGGR (SEAL COAT) (TY 15)","2024/2014","GAL",59.84,63.43,56.25,3.02,254.4,11680,698931.2,"300 Surface Courses"
"0316-6016","ASPH & AGGR (SEAL COAT) (TY 16)","2024/2014","CY",62.56,58.81,58.81,3.07,261.6,13250,828920,"300 Surface Courses"
"0316-6017","ASPH & AGGR (SEAL COAT) (TY 17)","2024/2014","GAL",65.28,63.32,61.36,2.9,268.8,14820,967449.6,"300 Surface Courses"
"0316-6018","ASPH & AGGR (SEAL COAT) (TY 18)","2024/2014","CY",68,68,63.92,2.96,276,16390,1114520,"300 Surface Courses"
"0316-6019","ASPH & AGGR (SEAL COAT) (TY 19)","2024/2014","GAL",70.72,72.84,66.48,3.02,240,7160,506355.2,"300 Surface Courses"
"0316-6020","ASPH & AGGR (SEAL COAT) (TY 20)","2024/2014","CY",73.44,77.85,69.03,3.07,247.2,8730,641131.2,"300 Surface Courses"
"0316-6021","ASPH & AGGR (SEAL COAT) (TY 21)","2024/2014","GAL",76.16,71.59,71.59,2.9,254.4,10300,784448,"300 Surface Courses"
"0316-6022","ASPH & AGGR (SEAL COAT) (TY 22)","2024/2014","CY",59.84,58.04,56.25,2.96,261.6,11870,710300.8,"300 Surface Courses"
"0316-6023","ASPH & AGGR (SEAL COAT) (TY 23)","2024/2014","GAL",62.56,62.56,58.81,3.02,268.8,13440,840806.4,"300 Surface Courses"
"0316-6024","ASPH & AGGR (SEAL COAT) (TY 24)","2024/2014","CY",65.28,67.24,61.36,3.07,276,15010,979852.8,"300 Surface Courses"
"0316-6025","ASPH & AGGR (SEAL COAT) (TY 25)","2024/2014","GAL",68,72.08,63.92,2.9,240,16580,1127440,"300 Surface Courses"
"0316-6026","ASPH & AGGR (SEAL COAT) (TY 26)","2024/2014","CY",70.72,66.48,66.48,2.96,247.2,18150,1283568,"300 Surface Courses"
"0316-6027","ASPH & AGGR (SEAL COAT) (TY 27)","2024/2014","GAL",73.44,71.24,69.03,3.02,254.4,19720,1448236.8,"300 Surface Courses"
"0316-6028","ASPH & AGGR (SEAL COAT) (TY 28)","2024/2014","CY",76.16,76.16,71.59,3.07,261.6,10490,798918.4,"300 Surface Courses"
"0316-6029","ASPH & AGGR (SEAL COAT) (TY 29)","2024/2014","GAL",59.84,61.64,56.25,2.9,268.8,12060,721670.4,"300 Surface Courses"
"0316-6030","ASPH & AGGR (SEAL COAT) (TY 30)","2024/2014","CY",62.56,66.31,58.81,2.96,276,13630,852692.8,"300 Surface Courses"
"0316-6031","ASPH & AGGR (SEAL COAT) (TY 31)","2024/2014","GAL",65.28,61.36,61.36,3.02,240,15200,992256,"300 Surface Courses"
"0316-6032","ASPH & AGGR (SEAL COAT) (TY 32)","2024/2014","CY",68,65.96,63.92,3.07,247.2,16770,1140360,"300 Surface Courses"
"0316-6033","ASPH & AGGR (SEAL COAT) (TY 33)","2024/2014","GAL",70.72,70.72,66.48,2.9,254.4,18340,1297004.8,"300 Surface Courses"
"0316-6034","ASPH & AGGR (SEAL COAT) (TY 34)","2024/2014","CY",73.44,75.64,69.03,2.96,261.6,19910,1462190.4,"300 Surface Courses"
"0316-6035","ASPH & AGGR (SEAL COAT) (TY 35)","2024/2014","GAL",76.16,80.73,71.59,3.02,268.8,21480,1635916.8,"300 Surface Courses"
"0316-6036","ASPH & AGGR (SEAL COAT) (TY 36)","2024/2014","CY",59.84,56.25,56.25,3.07,276,23050,1379312,"300 Surface Courses"
"0316-6037","ASPH & AGGR (SEAL COAT) (TY 37)","2024/2014","GAL",62.56,60.68,58.81,2.9,240,13820,864579.2,"300 Surface Courses"
"0316-6038","ASPH & AGGR (SEAL COAT) (TY 38)","2024/2014","CY",65.28,65.28,61.36,2.96,247.2,15390,1004659.2,"300 Surface Courses"
"0316-6039","ASPH & AGGR (SEAL COAT) (TY 39)","2024/2014","GAL",68,70.04,63.92,3.02,254.4,16960,1153280,"300 Surface Courses"
"0316-6040","ASPH & AGGR (SEAL COAT) (TY 40)","2024/2014","CY",70.72,74.96,66.48,3.07,261.6,18530,1310441.6,"300 Surface Courses"
"0316-6041","ASPH & AGGR (SEAL COAT) (TY 41)","2024/2014","GAL",73.44,69.03,69.03,2.9,268.8,20100,1476144,"300 Surface Courses"
"0316-6042","ASPH & AGGR (SEAL COAT) (TY 42)","2024/2014","CY",76.16,73.88,71.59,2.96,276,21670,1650387.2,"300 Surface Courses"
"0316-6043","ASPH & AGGR (SEAL COAT) (TY 43)","2024/2014","GAL",59.84,59.84,56.25,3.02,240,23240,1390681.6,"300 Surface Courses"
"0316-6044","ASPH & AGGR (SEAL COAT) (TY 44)","2024/2014","CY",62.56,64.44,58.81,3.07,247.2,24810,1552113.6,"300 Surface Courses"
"0316-6045","ASPH & AGGR (SEAL COAT) (TY 45)","2024/2014","GAL",65.28,69.2,61.36,2.9,254.4,26380,1722086.4,"300 Surface Courses"
"0316-6046","ASPH & AGGR (SEAL COAT) (TY 46)","2024/2014","CY",68,63.92,63.92,2.96,261.6,17150,1166200,"300 Surface Courses"
"0316-6047","ASPH & AGGR (SEAL COAT) (TY 47)","2024/2014","GAL",70.72,68.6,66.48,3.02,268.8,18720,1323878.4,"300 Surface Courses"
"0316-6048","ASPH & AGGR (SEAL COAT) (TY 48)","2024/2014","CY",73.44,73.44,69.03,3.07,276,20290,1490097.6,"300 Surface Courses"
"0316-6049","ASPH & AGGR (SEAL COAT) (TY 49)","2024/2014","GAL",76.16,78.44,71.59,2.9,240,21860,1664857.6,"300 Surface Courses"
"0316-6050","ASPH & AGGR (SEAL COAT) (TY 50)","2024/2014","CY",59.84,63.43,56.25,2.96,247.2,23430,1402051.2,"300 Surface Courses"
"0316-6051","ASPH & AGGR (SEAL COAT) (TY 51)","2024/2014","GAL",62.56,58.81,58.81,3.02,254.4,25000,1564000,"300 Surface Courses"
"0316-6052","ASPH & AGGR (SEAL COAT) (TY 52)","2024/2014","CY",65.28,63.32,61.36,3.07,261.6,26570,1734489.6,"300 Surface Courses"
"0316-6053","ASPH & AGGR (SEAL COAT) (TY 53)","2024/2014","GAL",68,68,63.92,2.9,268.8,28140,1913520,"300 Surface Courses"
"0316-6054","ASPH & AGGR (SEAL COAT) (TY 54)","2024/2014","CY",70.72,72.84,66.48,2.96,276,29710,2101091.2,"300 Surface Courses"
"0316-6055","ASPH & AGGR (SEAL COAT) (TY 55)","2024/2014","GAL",73.44,77.85,69.03,3.02,240,20480,1504051.2,"300 Surface Courses"
"0316-6056","ASPH & AGGR (SEAL COAT) (TY 56)","2024/2014","CY",76.16,71.59,71.59,3.07,247.2,22050,1679328,"300 Surface Courses"
"0316-6057","ASPH & AGGR (SEAL COAT) (TY 57)","2024/2014","GAL",59.84,58.04,56.25,2.9,254.4,23620,1413420.8,"300 Surface Courses"
"0316-6058","ASPH & AGGR (SEAL COAT) (TY 58)","2024/2014","CY",62.56,62.56,58.81,2.96,261.6,25190,1575886.4,"300 Surface Courses"
"0316-6059","ASPH & AGGR (SEAL COAT) (TY 59)","2024/2014","GAL",65.28,67.24,61.36,3.02,268.8,26760,1746892.8,"300 Surface Courses"
"0316-6060","ASPH & AGGR (SEAL COAT) (TY 60)","2024/2014","CY",68,72.08,63.92,3.07,276,28330,1926440,"300 Surface Courses"
"0316-6061","ASPH & AGGR (SEAL COAT) (TY 61)","2024/2014","GAL",70.72,66.48,66.48,2.9,240,29900,2114528,"300 Surface Courses"
"0316-6062","ASPH & AGGR (SEAL COAT) (TY 62)","2024/2014","CY",73.44,71.24,69.03,2.96,247.2,31470,2311156.8,"300 Surface Courses"
"0316-6063","ASPH & AGGR (SEAL COAT) (TY 63)","2024/2014","GAL",76.16,76.16,71.59,3.02,254.4,33040,2516326.4,"300 Surface Courses"
"0316-6064","ASPH & AGGR (SEAL COAT) (TY 64)","2024/2014","CY",59.84,61.64,56.25,3.07,261.6,23810,1424790.4,"300 Surface Courses"
"0316-6065","ASPH & AGGR (SEAL COAT) (TY 65)","2024/2014","GAL",62.56,66.31,58.81,2.9,268.8,25380,1587772.8,"300 Surface Courses"
"0316-6066","ASPH & AGGR (SEAL COAT) (TY 66)","2024/2014","CY",65.28,61.36,61.36,2.96,276,26950,1759296,"300 Surface Courses"
"0316-6067","ASPH & AGGR (SEAL COAT) (TY 67)","2024/2014","GAL",68,65.96,63.92,3.02,240,28520,1939360,"300 Surface Courses"
"0316-6068","ASPH & AGGR (SEAL COAT) (TY 68)","2024/2014","CY",70.72,70.72,66.48,3.07,247.2,30090,2127964.8,"300 Surface Courses"
"0316-6069","ASPH & AGGR (SEAL COAT) (TY 69)","2024/2014","GAL",73.44,75.64,69.03,2.9,254.4,31660,2325110.4,"300 Surface Courses"
"0316-6070","ASPH & AGGR (SEAL COAT) (TY 70)","2024/2014","CY",76.16,80.73,71.59,2.96,261.6,33230,2530796.8,"300 Surface Courses"
"0316-6071","ASPH & AGGR (SEAL COAT) (TY 71)","2024/2014","GAL",59.84,56.25,56.25,3.02,268.8,34800,2082432,"300 Surface Courses"
"0316-6072","ASPH & AGGR (SEAL COAT) (TY 72)","2024/2014","CY",62.56,60.68,58.81,3.07,276,36370,2275307.2,"300 Surface Courses"
"0316-6073","ASPH & AGGR (SEAL COAT) (TY 73)","2024/2014","GAL",65.28,65.28,61.36,2.9,240,27140,1771699.2,"300 Surface Courses"
"0316-6074","ASPH & AGGR (SEAL COAT) (TY 74)","2024/2014","CY",68,70.04,63.92,2.96,247.2,28710,1952280,"300 Surface Courses"
"0316-6075","ASPH & AGGR (SEAL COAT) (TY 75)","2024/2014","GAL",70.72,74.96,66.48,3.02,254.4,30280,2141401.6,"300 Surface Courses"
"0316-6076","ASPH & AGGR (SEAL COAT) (TY 76)","2024/2014","CY",73.44,69.03,69.03,3.07,261.6,31850,2339064,"300 Surface Courses"
"0316-6077","ASPH & AGGR (SEAL COAT) (TY 77)","2024/2014","GAL",76.16,73.88,71.59,2.9,268.8,33420,2545267.2,"300 Surface Courses"
"0316-6078","ASPH & AGGR (SEAL COAT) (TY 78)","2024/2014","CY",59.84,59.84,56.25,2.96,276,34990,2093801.6,"300 Surface Courses"
"0316-6079","ASPH & AGGR (SEAL COAT) (TY 79)","2024/2014","GAL",62.56,64.44,58.81,3.02,240,36560,2287193.6,"300 Surface Courses"
"0316-6080","ASPH & AGGR (SEAL COAT) (TY 80)","2024/2014","CY",65.28,69.2,61.36,3.07,247.2,38130,2489126.4,"300 Surface Courses"
"0316-6081","ASPH & AGGR (SEAL COAT) (TY 81)","2024/2014","GAL",68,63.92,63.92,2.9,254.4,39700,2699600,"300 Surface Courses"
"0316-6082","ASPH & AGGR (SEAL COAT) (TY 82)","2024/2014","CY",70.72,68.6,66.48,2.96,261.6,30470,2154838.4,"300 Surface Courses"
"0316-6083","ASPH & AGGR (SEAL COAT) (TY 83)","2024/2014","GAL",73.44,73.44,69.03,3.02,268.8,32040,2353017.6,"300 Surface Courses"
"0316-6084","ASPH & AGGR (SEAL COAT) (TY 84)","2024/2014","CY",76.16,78.44,71.59,3.07,276,33610,2559737.6,"300 Surface Courses"
"0316-6085","ASPH & AGGR (SEAL COAT) (TY 85)","2024/2014","GAL",59.84,63.43,56.25,2.9,240,35180,2105171.2,"300 Surface Courses"
"0316-6086","ASPH & AGGR (SEAL COAT) (TY 86)","2024/2014","CY",62.56,58.81,58.81,2.96,247.2,36750,2299080,"300 Surface Courses"
"0316-6087","ASPH & AGGR (SEAL COAT) (TY 87)","2024/2014","GAL",65.28,63.32,61.36,3.02,254.4,38320,2501529.6,"300 Surface Courses"
"0316-6088","ASPH & AGGR (SEAL COAT) (TY 88)","2024/2014","CY",68,68,63.92,3.07,261.6,39890,2712520,"300 Surface Courses"
"0316-6089","ASPH & AGGR (SEAL COAT) (TY 89)","2024/2014","GAL",70.72,72.84,66.48,2.9,268.8,41460,2932051.2,"300 Surface Courses"
"0316-6090","ASPH & AGGR (SEAL COAT) (TY 90)","2024/2014","CY",73.44,77.85,69.03,2.96,276,43030,3160123.2,"300 Surface Courses"
"0316-6091","ASPH & AGGR (SEAL COAT) (TY 91)","2024/2014","GAL",76.16,71.59,71.59,3.02,240,33800,2574208,"300 Surface Courses"
"0316-6092","ASPH & AGGR (SEAL COAT) (TY 92)","2024/2014","CY",59.84,58.04,56.25,3.07,247.2,35370,2116540.8,"300 Surface Courses"
"0316-6093","ASPH & AGGR (SEAL COAT) (TY 93)","2024/2014","GAL",62.56,62.56,58.81,2.9,254.4,36940,2310966.4,"300 Surface Courses"
"0316-6094","ASPH & AGGR (SEAL COAT) (TY 94)","2024/2014","CY",65.28,67.24,61.36,2.96,261.6,38510,2513932.8,"300 Surface Courses"
"0316-6095","ASPH & AGGR (SEAL COAT) (TY 95)","2024/2014","GAL",68,72.08,63.92,3.02,268.8,40080,2725440,"300 Surface Courses"
"0316-6096","ASPH & AGGR (SEAL COAT) (TY 96)","2024/2014","CY",70.72,66.48,66.48,3.07,276,41650,2945488,"300 Surface Courses"
"0316-6097","ASPH & AGGR (SEAL COAT) (TY 97)","2024/2014","GAL",73.44,71.24,69.03,2.9,240,43220,3174076.8,"300 Surface Courses"
"0316-6098","ASPH & AGGR (SEAL COAT) (TY 98)","2024/2014","CY",76.16,76.16,71.59,2.96,247.2,44790,3411206.4,"300 Surface Courses"
"0316-6099","ASPH & AGGR (SEAL COAT) (TY 99)","2024/2014","GAL",59.84,61.64,56.25,3.02,254.4,46360,2774182.4,"300 Surface Courses"
"0316-6100","ASPH & AGGR (SEAL COAT) (TY 100)","2024/2014","CY",62.56,66.31,58.81,3.07,261.6,37130,2322852.8,"300 Surface Courses"
"0316-6101","ASPH & AGGR (SEAL COAT) (TY 101)","2024/2014","GAL",65.28,61.36,61.36,2.9,268.8,38700,2526336,"300 Surface Courses"
"0316-6102","ASPH & AGGR (SEAL COAT) (TY 102)","2024/2014","CY",68,65.96,63.92,2.96,276,40270,2738360,"300 Surface Courses"
"0316-6103","ASPH & AGGR (SEAL COAT) (TY 103)","2024/2014","GAL",70.72,70.72,66.48,3.02,240,41840,2958924.8,"300 Surface Courses"
"0316-6104","ASPH & AGGR (SEAL COAT) (TY 104)","2024/2014","CY",73.44,75.64,69.03,3.07,247.2,43410,3188030.4,"300 Surface Courses"
"0316-6105","ASPH & AGGR (SEAL COAT) (TY 105)","2024/2014","GAL",76.16,80.73,71.59,2.9,254.4,44980,3425676.8,"300 Surface Courses"
"0316-6106","ASPH & AGGR (SEAL COAT) (TY 106)","2024/2014","CY",59.84,56.25,56.25,2.96,261.6,46550,2785552,"300 Surface Courses"
"0316-6107","ASPH & AGGR (SEAL COAT) (TY 107)","2024/2014","GAL",62.56,60.68,58.81,3.02,268.8,48120,3010387.2,"300 Surface Courses"
"0316-6108","ASPH & AGGR (SEAL COAT) (TY 108)","2024/2014","CY",65.28,65.28,61.36,3.07,276,49690,3243763.2,"300 Surface Courses"
"0316-6109","ASPH & AGGR (SEAL COAT) (TY 109)","2024/2014","GAL",68,70.04,63.92,2.9,240,40460,2751280,"300 Surface Courses"
"0316-6110","ASPH & AGGR (SEAL COAT) (TY 110)","2024/2014","CY",70.72,74.96,66.48,2.96,247.2,42030,2972361.6,"300 Surface Courses"
"0316-6111","ASPH & AGGR (SEAL COAT) (TY 111)","2024/2014","GAL",73.44,69.03,69.03,3.02,254.4,43600,3201984,"300 Surface Courses"
"0316-6112","ASPH & AGGR (SEAL COAT) (TY 112)","2024/2014","CY",76.16,73.88,71.59,3.07,261.6,45170,3440147.2,"300 Surface Courses"
"0316-6113","ASPH & AGGR (SEAL COAT) (TY 113)","2024/2014","GAL",59.84,59.84,56.25,2.9,268.8,46740,2796921.6,"300 Surface Courses"
"0316-6114","ASPH & AGGR (SEAL COAT) (TY 114)","2024/2014","CY",62.56,64.44,58.81,2.96,276,48310,3022273.6,"300 Surface Courses"
"0316-6115","ASPH & AGGR (SEAL COAT) (TY 115)","2024/2014","GAL",65.28,69.2,61.36,3.02,240,49880,3256166.4,"300 Surface Courses"
"0316-6116","ASPH & AGGR (SEAL COAT) (TY 116)","2024/2014","CY",68,63.92,63.92,3.07,247.2,51450,3498600,"300 Surface Courses"
"0316-6117","ASPH & AGGR (SEAL COAT) (TY 117)","2024/2014","GAL",70.72,68.6,66.48,2.9,254.4,53020,3749574.4,"300 Surface Courses"
"0316-6118","ASPH & AGGR (SEAL COAT) (TY 118)","2024/2014","CY",73.44,73.44,69.03,2.96,261.6,43790,3215937.6,"300 Surface Courses"
"0316-6119","ASPH & AGGR (SEAL COAT) (TY 119)","2024/2014","GAL",76.16,78.44,71.59,3.02,268.8,45360,3454617.6,"300 Surface Courses"
"0316-6120","ASPH & AGGR (SEAL COAT) (TY 120)","2024/2014","CY",59.84,63.43,56.25,3.07,276,46930,2808291.2,"300 Surface Courses"
"0316-6121","ASPH & AGGR (SEAL COAT) (TY 121)","2024/2014","GAL",62.56,58.81,58.81,2.9,240,48500,3034160,"300 Surface Courses"
"0316-6122","ASPH & AGGR (SEAL COAT) (TY 122)","2024/2014","CY",65.28,63.32,61.36,2.96,247.2,50070,3268569.6,"300 Surface Courses"
"0316-6123","ASPH & AGGR (SEAL COAT) (TY 123)","2024/2014","GAL",68,68,63.92,3.02,254.4,51640,3511520,"300 Surface Courses"
"0316-6124","ASPH & AGGR (SEAL COAT) (TY 124)","2024/2014","CY",70.72,72.84,66.48,3.07,261.6,53210,3763011.2,"300 Surface Courses"
"0316-6125","ASPH & AGGR (SEAL COAT) (TY 125)","2024/2014","GAL",73.44,77.85,69.03,2.9,268.8,54780,4023043.2,"300 Surface Courses"
"0316-6126","ASPH & AGGR (SEAL COAT) (TY 126)","2024/2014","CY",76.16,71.59,71.59,2.96,276,56350,4291616,"300 Surface Courses"
"0316-6127","ASPH & AGGR (SEAL COAT) (TY 127)","2024/2014","GAL",59.84,58.04,56.25,3.02,240,47120,2819660.8,"300 Surface Courses"
"0316-6128","ASPH & AGGR (SEAL COAT) (TY 128)","2024/2014","CY",62.56,62.56,58.81,3.07,247.2,48690,3046046.4,"300 Surface Courses"
"0316-6129","ASPH & AGGR (SEAL COAT) (TY 129)","2024/2014","GAL",65.28,67.24,61.36,2.9,254.4,50260,3280972.8,"300 Surface Courses"
"0316-6130","ASPH & AGGR (SEAL COAT) (TY 130)","2024/2014","CY",68,72.08,63.92,2.96,261.6,51830,3524440,"300 Surface Courses"
"0316-6131","ASPH & AGGR (SEAL COAT) (TY 131)","2024/2014","GAL",70.72,66.48,66.48,3.02,268.8,53400,3776448,"300 Surface Courses"
"0316-6132","ASPH & AGGR (SEAL COAT) (TY 132)","2024/2014","CY",73.44,71.24,69.03,3.07,276,54970,4036996.8,"300 Surface Courses"
"0316-6133","ASPH & AGGR (SEAL COAT) (TY 133)","2024/2014","GAL",76.16,76.16,71.59,2.9,240,56540,4306086.4,"300 Surface Courses"
"0316-6134","ASPH & AGGR (SEAL COAT) (TY 134)","2024/2014","CY",59.84,61.64,56.25,2.96,247.2,58110,3477302.4,"300 Surface Courses"
"0316-6135","ASPH & AGGR (SEAL COAT) (TY 135)","2024/2014","GAL",62.56,66.31,58.81,3.02,254.4,59680,3733580.8,"300 Surface Courses"
"0316-6136","ASPH & AGGR (SEAL COAT) (TY 136)","2024/2014","CY",65.28,61.36,61.36,3.07,261.6,50450,3293376,"300 Surface Courses"
"0316-6137","ASPH & AGGR (SEAL COAT) (TY 137)","2024/2014","GAL",68,65.96,63.92,2.9,268.8,52020,3537360,"300 Surface Courses"
"0316-6138","ASPH & AGGR (SEAL COAT) (TY 138)","2024/2014","CY",70.72,70.72,66.48,2.96,276,53590,3789884.8,"300 Surface Courses"
"0316-6139","ASPH & AGGR (SEAL COAT) (TY 139)","2024/2014","GAL",73.44,75.64,69.03,3.02,240,55160,4050950.4,"300 Surface Courses"
"0316-6140","ASPH & AGGR (SEAL COAT) (TY 140)","2024/2014","CY",76.16,80.73,71.59,3.07,247.2,56730,4320556.8,"300 Surface Courses"
"0340-6001","D-GR HMA (METHOD) (TY 1)","2024/2014","TON",86.24,81.07,81.07,68,165,500,43120,"300 Surface Courses"
"0340-6002","D-GR HMA (METHOD) (TY 2)","2024/2014","TON",90.16,87.46,84.75,69.36,169.95,2070,186631.2,"300 Surface Courses"
"0340-6003","D-GR HMA (METHOD) (TY 3)","2024/2014","TON",94.08,94.08,88.44,70.72,174.9,3640,342451.2,"300 Surface Courses"
"0340-6004","D-GR HMA (METHOD) (TY 4)","2024/2014","TON",98,100.94,92.12,72.08,179.85,5210,510580,"300 Surface Courses"
"0340-6005","D-GR HMA (METHOD) (TY 5)","2024/2014","TON",101.92,108.04,95.8,68,184.8,6780,691017.6,"300 Surface Courses"
"0340-6006","D-GR HMA (METHOD) (TY 6)","2024/2014","TON",105.84,99.49,99.49,69.36,189.75,8350,883764,"300 Surface Courses"
"0340-6007","D-GR HMA (METHOD) (TY 7)","2024/2014","TON",109.76,106.47,103.17,70.72,165,9920,1088819.2,"300 Surface Courses"
"0340-6008","D-GR HMA (METHOD) (TY 8)","2024/2014","TON",86.24,86.24,81.07,72.08,169.95,11490,990897.6,"300 Surface Courses"
"0340-6009","D-GR HMA (METHOD) (TY 9)","2024/2014","TON",90.16,92.86,84.75,68,174.9,13060,1177489.6,"300 Surface Courses"
"0340-6010","D-GR HMA (METHOD) (TY 10)","2024/2014","TON",94.08,99.72,88.44,69.36,179.85,3830,360326.4,"300 Surface Courses"
"0340-6011","D-GR HMA (METHOD) (TY 11)","2024/2014","TON",98,92.12,92.12,70.72,184.8,5400,529200,"300 Surface Courses"
"0340-6012","D-GR HMA (METHOD) (TY 12)","2024/2014","TON",101.92,98.86,95.8,72.08,189.75,6970,710382.4,"300 Surface Courses"
"0340-6013","D-GR HMA (METHOD) (TY 13)","2024/2014","TON",105.84,105.84,99.49,68,165,8540,903873.6,"300 Surface Courses"
"0340-6014","D-GR HMA (METHOD) (TY 14)","2024/2014","TON",109.76,113.05,103.17,69.36,169.95,10110,1109673.6,"300 Surface Courses"
"0340-6015","D-GR HMA (METHOD) (TY 15)","2024/2014","TON",86.24,91.41,81.07,70.72,174.9,11680,1007283.2,"300 Surface Courses"
"0340-6016","D-GR HMA (METHOD) (TY 16)","2024/2014","TON",90.16,84.75,84.75,72.08,179.85,13250,1194620,"300 Surface Courses"
"0340-6017","D-GR HMA (METHOD) (TY 17)","2024/2014","TON",94.08,91.26,88.44,68,184.8,14820,1394265.6,"300 Surface Courses"
"0340-6018","D-GR HMA (METHOD) (TY 18)","2024/2014","TON",98,98,92.12,69.36,189.75,16390,1606220,"300 Surface Courses"
"0340-6019","D-GR HMA (METHOD) (TY 19)","2024/2014","TON",101.92,104.98,95.8,70.72,165,7160,729747.2,"300 Surface Courses"
"0340-6020","D-GR HMA (METHOD) (TY 20)","2024/2014","TON",105.84,112.19,99.49,72.08,169.95,8730,923983.2,"300 Surface Courses"
"0340-6021","D-GR HMA (METHOD) (TY 21)","2024/2014","TON",109.76,103.17,103.17,68,174.9,10300,1130528,"300 Surface Courses"
"0340-6022","D-GR HMA (METHOD) (TY 22)","2024/2014","TON",86.24,83.65,81.07,69.36,179.85,11870,1023668.8,"300 Surface Courses"
"0340-6023","D-GR HMA (METHOD) (TY 23)","2024/2014","TON",90.16,90.16,84.75,70.72,184.8,13440,1211750.4,"300 Surface Courses"
"0340-6024","D-GR HMA (METHOD) (TY 24)","2024/2014","TON",94.08,96.9,88.44,72.08,189.75,15010,1412140.8,"300 Surface Courses"
"0340-6025","D-GR HMA (METHOD) (TY 25)","2024/2014","TON",98,103.88,92.12,68,165,16580,1624840,"300 Surface Courses"
"0340-6026","D-GR HMA (METHOD) (TY 26)","2024/2014","TON",101.92,95.8,95.8,69.36,169.95,18150,1849848,"300 Surface Courses"
"0340-6027","D-GR HMA (METHOD) (TY 27)","2024/2014","TON",105.84,102.66,99.49,70.72,174.9,19720,2087164.8,"300 Surface Courses"
"0340-6028","D-GR HMA (METHOD) (TY 28)","2024/2014","TON",109.76,109.76,103.17,72.08,179.85,10490,1151382.4,"300 Surface Courses"
"0340-6029","D-GR HMA (METHOD) (TY 29)","2024/2014","TON",86.24,88.83,81.07,68,184.8,12060,1040054.4,"300 Surface Courses"
"0340-6030","D-GR HMA (METHOD) (TY 30)","2024/2014","TON",90.16,95.57,84.75,69.36,189.75,13630,1228880.8,"300 Surface Courses"
"0340-6031","D-GR HMA (METHOD) (TY 31)","2024/2014","TON",94.08,88.44,88.44,70.72,165,15200,1430016,"300 Surface Courses"
"0340-6032","D-GR HMA (METHOD) (TY 32)","2024/2014","TON",98,95.06,92.12,72.08,169.95,16770,1643460,"300 Surface Courses"
"0340-6033","D-GR HMA (METHOD) (TY 33)","2024/2014","TON",101.92,101.92,95.8,68,174.9,18340,1869212.8,"300 Surface Courses"
"0340-6034","D-GR HMA (METHOD) (TY 34)","2024/2014","TON",105.84,109.02,99.49,69.36,179.85,19910,2107274.4,"300 Surface Courses"
